title,tconst
Duets (2000),tt0134630
Earthquake (1974),tt0071455
"Phantom of the Opera, The (1943)",
Fair Game (1995),tt0113010
Footloose (1984),tt0087277
"Suddenly, Last Summer (1959)",tt0053318
Basquiat (1996),tt0115632
Next Friday (1999),
East-West (Est-ouest) (1999),
Shooting Fish (1997),tt0120122
Up at the Villa (2000),tt0153464
Tommy (1975),tt0073812
"Adventures of Rocky and Bullwinkle, The (2000)",
Girlfight (2000),tt0210075
If.... (1968),tt0063850
Set It Off (1996),tt0117603
Nighthawks (1981),tt0082817
Volcano (1997),tt0120461
Marnie (1964),tt0058329
Switchback (1997),tt0119210
Wings (1927),tt0018578
All the King's Men (1949),tt0041113
Dear God (1996),tt0116059
"Slumber Party Massacre, The (1982)",tt0084695
Barenaked in America (1999),tt0211219
Stranger Than Paradise (1984),tt0088184
Son of Flubber (1963),tt0057518
Rounders (1998),tt0128442
Clay Pigeons (1998),tt0118863
Character (Karakter) (1997),
Amityville: A New Generation (1993),tt0106262
"Wrong Man, The (1956)",tt0051207
Catfish in Black Bean Sauce (2000),
Beyond the Mat (2000),
Song of the South (1946),tt0038969
Where the Money Is (2000),tt0149367
Poltergeist II: The Other Side (1986),tt0091778
Cujo (1983),tt0085382
Amityville 1992: It's About Time (1992),tt0103678
Amityville II: The Possession (1982),tt0083550
"Amityville Curse, The (1990)",tt0099030
Blood For Dracula (Andy Warhol's Dracula) (1974),
Sorority House Massacre (1986),tt0091990
Sorority House Massacre II (1990),tt0100663
Bride of Re-Animator (1990),tt0099180
Tales from the Darkside: The Movie (1990),tt0100740
Stealing Home (1988),tt0096171
King Kong Lives (1986),tt0091344
Children of the Corn II: The Final Sacrifice (1993),
"Gate, The (1987)",tt0093075
Alligator (1980),tt0080354
Raise the Titanic (1980),tt0081400
"Mummy, The (1959)",tt0053085
"Mummy's Curse, The (1944)",tt0037098
Dracula (1958),tt0051554
"Curse of Frankenstein, The (1957)",tt0050280
Brighton Beach Memoirs (1986),tt0090774
Earth Vs. the Flying Saucers (1956),
"Sum of Us, The (1994)",tt0111309
"Hunted, The (1995)",tt0113360
Tales From the Crypt Presents: Demon Knight (1995),
Village of the Damned (1995),tt0114852
In the Mouth of Madness (1995),
Mary Shelley's Frankenstein (1994),tt6572384
My Chauffeur (1986),tt0091579
Quatermass II (1957),
Prom Night (1980),tt0081383
Hello Mary Lou: Prom Night II (1987),tt0093176
MacKenna's Gold (1969),
Child's Play 2 (1990),tt0099253
"Fog, The (1980)",tt0080749
Child's Play 3 (1992),
Poltergeist III (1988),tt0095889
"Exorcist III, The (1990)",tt0099528
Hell Night (1981),tt0082511
Candyman: Farewell to the Flesh (1995),tt0112625
Disturbing Behavior (1998),tt0134619
Pumpkinhead (1988),tt0095925
Sleepaway Camp (1983),tt0086320
Tex (1982),tt0084783
Beach Party (1963),tt0056860
Graveyard Shift (1990),tt0099697
Twelfth Night (1996),tt0698921
Fluke (1995),tt0113089
East is East (1999),
Kronos (1957),tt0050610
Thinner (1996),tt0117894
Duel in the Sun (1946),tt0038499
"Suburbans, The (1999)",tt0157075
Bustin' Loose (1981),tt0082121
Nightwatch (1997),tt0119791
Country Life (1994),tt0109491
"Grandview, U.S.A. (1984)",tt0087359
Jaws 3-D (1983),tt0085750
Wisdom (1986),tt0092225
Mortal Thoughts (1991),tt0102469
"Cry in the Dark, A (1988)",
"Naked Man, The (1998)",
Nothing to Lose (1994),tt0110693
Blue Collar (1978),tt0077248
Night Shift (1982),tt0084412
Bottle Rocket (1996),tt0115734
Police Academy 4: Citizens on Patrol (1987),tt0093756
"Cool Dry Place, A (1998)",
Dead Ringers (1988),tt0094964
"Gingerbread Man, The (1998)",tt0119196
Let's Get Harry (1986),tt0091400
That's Life! (1986),tt0092079
No Mercy (1986),tt0091637
"Mission, The (1986)",tt0091530
"Morning After, The (1986)",tt0091554
Money Train (1995),tt0113845
Little Boy Blue (1997),tt0119547
Max Dugan Returns (1983),tt0085919
"Razor's Edge, The (1984)",tt0087980
"Buddy Holly Story, The (1978)",tt0077280
Geronimo: An American Legend (1993),tt0107004
"Low Down Dirty Shame, A (1994)",tt0110399
"Bye Bye, Love (1995)",
Striking Distance (1993),tt0108238
Missing in Action (1984),tt0087727
"Spiral Staircase, The (1946)",tt0038975
"End of the Affair, The (1999)",tt0172396
"Thieves (Voleurs, Les) (1996)",
Jeffrey (1995),tt0113464
"Hanging Garden, The (1997)",tt0125128
Johns (1996),tt0116714
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",
"Original Kings of Comedy, The (2000)",tt0236388
"Five Senses, The (1999)",tt0168794
"War Zone, The (1999)",tt0141974
Bandit Queen (1994),tt0109206
True Crime (1999),tt0139668
Insomnia (1997),tt0119375
"Yards, The (1999)",
Sunshine (1999),tt0145503
"Girl on the Bridge, The (La Fille sur le Pont) (1999)",
"Golden Bowl, The (2000)",tt0200669
Bless the Child (2000),tt0163983
Daddy Long Legs (1919),
"Sandpiper, The (1965)",tt0059674
Blood on the Sun (1945),tt0037547
"Man from Laramie, The (1955)",tt0048342
Night Falls on Manhattan (1997),
Meet Wally Sparks (1997),tt0119644
City of Industry (1997),tt0118859
Playing God (1997),tt0119906
Gang Related (1997),tt0118900
Normal Life (1996),tt0117202
Bad Company (1995),tt0112443
Armed and Dangerous (1986),tt0090660
"Wolf Man, The (1941)",tt0034398
Krippendorf's Tribe (1998),tt0120725
Nelly & Monsieur Arnaud (1995),tt0113947
Spanking the Monkey (1994),tt0111252
Cold Fever (Á köldum klaka) (1994),
Underground (1995),tt0114787
Pather Panchali (1955),tt0048473
Breaking the Waves (1996),tt0115751
Stealing Beauty (1996),tt0117737
"Designated Mourner, The (1997)",tt0118964
"Young Poisoner's Handbook, The (1995)",tt0115033
"King of Masks, The (Bian Lian) (1996)",
"Trial, The (Le Procès) (1963)",
"Browning Version, The (1994)",tt0109340
"Basketball Diaries, The (1995)",tt0112461
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",
Three Colors: Red (1994),
Taste of Cherry (1997),
Federal Hill (1994),tt0109785
"Dinner Game, The (Le Dîner de cons) (1998)",
My Son the Fanatic (1998),
"Conformist, The (Il Conformista) (1970)",
Tampopo (1986),
Butterfly (La Lengua de las Mariposas) (2000),
Short Cuts (1993),tt0108122
"Last Supper, The (1995)",tt0113613
"Hate (Haine, La) (1995)",
Pink Flamingos (1972),tt0069089
Poison Ivy: New Seduction (1997),
Pie in the Sky (1995),tt0114131
Welcome To Sarajevo (1997),
I Dreamed of Africa (2000),tt0167203
"Crew, The (2000)",tt0198386
Love's Labour's Lost (2000),tt0182295
Robert A. Heinlein's The Puppet Masters (1994),
Terminal Velocity (1994),tt0111400
Koyaanisqatsi (1983),
SubUrbia (1997),
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),
Maurice (1987),tt0093512
Ayn Rand: A Sense of Life (1997),
Kurt & Courtney (1998),tt0138563
"Great Ziegfeld, The (1936)",tt0027698
She-Devil (1989),tt0098309
Nadine (1987),tt0093596
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),
Interiors (1978),tt0077742
Thirty-Two Short Films About Glenn Gould (1993),
Dreaming of Joseph Lees (1998),
"Celebration, The (Festen) (1998)",
Burnt By the Sun (Utomlyonnye solntsem) (1994),
Unzipped (1995),tt0114805
"Fantastic Planet, The (La Planète sauvage) (1973)",
"Filth and the Fury, The (2000)",tt0236216
Carnival of Souls (1962),tt0055830
"Decline of Western Civilization, The (1981)",tt0082252
Hamlet (1948),tt0040416
Anatomy of a Murder (1959),tt0052561
"Great Santini, The (1979)",tt0079239
"Band Wagon, The (1953)",tt0045537
"Big Combo, The (1955)",tt0047878
Bound for Glory (1976),tt0074235
"Walk on the Moon, A (1999)",tt0120613
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),
Caligula (1980),
Bronco Billy (1980),tt0080472
"Tic Code, The (1998)",tt0165986
"Affair of Love, An (Une Liaison Pornographique) (1999)",
Up in Smoke (1978),tt0078446
Stalingrad (1993),tt0108211
Mad City (1997),tt0119592
Alaska (1996),tt0115493
One Magic Christmas (1985),tt0089731
My Bodyguard (1980),tt0081207
McHale's Navy (1997),tt0119640
American Flyers (1985),tt0088707
Gone Fishin' (1997),tt0119214
Edge of Seventeen (1998),tt0138414
Death Wish II (1982),tt0082250
Death Wish 3 (1985),tt0089003
Death Wish 4: The Crackdown (1987),tt0092857
Death Wish V: The Face of Death (1994),tt0109578
"Last Days, The (1998)",tt0174852
Drop Zone (1994),tt0109676
Volunteers (1985),tt0090274
Blind Date (1987),tt0092666
"Davy Crockett, King of the Wild Frontier (1955)",
8 Seconds (1994),tt0109021
Virtuosity (1995),tt0114857
Body Snatchers (1993),tt0106452
"Great Locomotive Chase, The (1956)",tt0049279
Getting Even with Dad (1994),tt0109891
Ride with the Devil (1999),tt0134154
Children of the Revolution (1996),tt0115886
Felicia's Journey (1999),tt0165773
"Gate of Heavenly Peace, The (1995)",tt0113147
42 Up (1998),tt0164312
"Terrorist, The (Malli) (1998)",
Bad Lieutenant (1992),tt0103759
"Boondock Saints, The (1999)",tt0144117
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),
I Went Down (1997),tt0126344
Three Colors: White (1994),
Barry Lyndon (1975),tt0072684
Suture (1993),tt0108260
Open Your Eyes (Abre los ojos) (1997),
In Too Deep (1999),tt0160401
Better Living Through Circuitry (1999),tt0207998
American Pimp (1999),tt0179074
"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",
Stop Making Sense (1984),tt0088178
"Perfect Candidate, A (1996)",tt0117320
Shadow Conspiracy (1997),tt0120107
Withnail and I (1987),
Jason's Lyric (1994),tt0110186
Urbania (2000),tt0182508
Under Suspicion (2000),tt0164212
Cecil B. Demented (2000),tt0173716
Maya Lin: A Strong Clear Vision (1994),tt0110480
"Opportunists, The (1999)",tt0138681
Tigerland (2000),tt0170691
Kissed (1996),tt0116783
Twin Town (1997),tt0120394
"Kiss Me, Guido (1997)",tt0119465
Beautiful People (1999),tt0159272
Roseanna's Grave (For Roseanna) (1997),
Bliss (1997),tt0118742
Still Crazy (1998),tt0149151
Music From Another Room (1998),
Mad Love (1995),tt0113729
Cousin Bette (1998),tt0118894
Human Traffic (1999),tt0188674
Hamlet (2000),tt0171359
French Twist (Gazon maudit) (1995),
Time Regained (Le Temps Retrouvé) (1999),
Wonderland (1999),tt0171865
Fever Pitch (1997),tt0119114
Trust (1990),tt0103130
Jack and Sarah (1995),
National Lampoon's Senior Trip (1995),
Man of the House (1995),tt0113755
Out to Sea (1997),tt0119848
"Mirror, The (Zerkalo) (1975)",
Dersu Uzala (1974),
Down by Law (1986),tt0090967
Young Doctors in Love (1982),tt0084938
"Impostors, The (1998)",tt0120823
Pal Joey (1957),tt0050815
White Man's Burden (1995),tt0114928
Losing Isaiah (1995),tt0113691
Sanjuro (1962),
Crooklyn (1994),tt0109504
Crazy in Alabama (1999),tt0142201
Chasers (1994),tt0109403
Girl 6 (1996),tt0116414
Wide Awake (1998),tt0120510
Exorcist II: The Heretic (1977),tt0076009
Melvin and Howard (1980),tt0081150
Fanny and Alexander (1982),
"World of Apu, The (Apur Sansar) (1959)",
Paradise Lost: The Child Murders at Robin Hood Hills (1996),tt0117293
Hands on a Hard Body (1996),
Before the Rain (Pred dozhdot) (1994),
Ruby in Paradise (1993),tt0108000
"Great Day in Harlem, A (1994)",tt0109934
Once Upon a Time... When We Were Colored (1995),tt0114039
"Last Temptation of Christ, The (1988)",tt0095497
Fled (1996),tt0116320
"Pest, The (1997)",tt0119887
Money Talks (1997),tt0119695
Rosewood (1997),tt0120036
Best Men (1997),tt0118702
Kama Sutra: A Tale of Love (1996),tt0116743
Double Team (1997),tt0119013
Pet Sematary II (1992),tt0105128
Children of the Corn III (1994),
Firestorm (1998),tt0120670
"Rage: Carrie 2, The (1999)",tt0144814
Dream for an Insomniac (1996),tt0116141
"Addiction, The (1995)",tt0112288
Night Flier (1997),
"Big Hit, The (1998)",tt0120609
Lost & Found (1999),tt0120836
Black Dog (1998),tt0120610
Sleepwalkers (1992),tt0105428
Chill Factor (1999),tt0163579
Drunks (1997),
Judgment Night (1993),tt0107286
"Dark Half, The (1993)",tt0106664
Shopping (1994),tt0111173
Bats (1999),tt0200469
Shaft's Big Score! (1972),tt0069257
Music of the Heart (1999),tt0166943
Bad Taste (1987),tt0092610
How to Stuff a Wild Bikini (1965),tt0059287
Tarantula (1955),tt0048696
It Conquered the World (1956),tt0049370
Time Masters (Les Maîtres du Temps) (1982),
Blackbeard's Ghost (1968),tt0062737
Bikini Beach (1964),tt0057887
Pajama Party (1964),tt0058440
Stonewall (1995),tt0114550
Star Maps (1997),tt0120197
200 Cigarettes (1999),tt0137338
Pet Sematary (1989),tt0098084
"Pompatus of Love, The (1996)",
Baby... Secret of the Lost Legend (1985),
Twin Peaks: Fire Walk with Me (1992),tt0105665
Benji the Hunted (1987),tt0092638
For the Love of Benji (1977),tt0076044
Three Wishes (1995),tt0114663
Police Story 4: Project S (Chao ji ji hua) (1993),
Fletch Lives (1989),tt0097366
"Year My Voice Broke, The (1987)",tt0094347
"Winter Guest, The (1997)",tt0120521
Cimarron (1931),tt0021746
Life (1999),tt0123964
Cavalcade (1933),tt0023876
"Life of Émile Zola, The (1937)",
"Jerky Boys, The (1994)",
"Greatest Show on Earth, The (1952)",tt0044672
"Place in the Sun, A (1951)",tt0043924
American Dream (1990),tt0099028
My Best Fiend (Mein liebster Feind) (1999),
Aparajito (1956),tt0048956
Rosetta (1999),tt0200071
Two Family House (2000),tt0202641
"Whole Wide World, The (1996)",tt0118163
Love & Sex (2000),tt0234137
Alphaville (1965),
"Face in the Crowd, A (1957)",tt0050371
Experience Preferred... But Not Essential (1982),tt0083911
Torn Curtain (1966),tt0061107
"Ballad of Narayama, The (Narayama Bushiko) (1958)",
Repulsion (1965),tt0059646
Nights of Cabiria (Le Notti di Cabiria) (1957),
Where the Buffalo Roam (1980),tt0081748
"Assignment, The (1997)",tt0118647
Matewan (1987),tt0093509
"Cup, The (Phörpa) (1999)",
"Ballad of Narayama, The (Narayama Bushiko) (1982)",
Another Day in Paradise (1998),tt0127722
Contempt (Le Mépris) (1963),
Beat the Devil (1954),
"Life and Times of Hank Greenberg, The (1998)",tt0208261
Peeping Tom (1960),tt0054167
Besieged (L' Assedio) (1998),
On the Beach (1959),tt0053137
Following (1998),tt0154506
"Color of Paradise, The (Rang-e Khoda) (1999)",
It Came from Hollywood (1982),tt0084156
Mute Witness (1994),
Prick Up Your Ears (1987),tt0093776
On the Ropes (1999),tt0181733
Limelight (1952),tt0044837
Get Bruce (1999),tt0184510
Cabaret Balkan (Bure Baruta) (1998),
Smiling Fish and Goat on Fire (1999),
Cutter's Way (1981),tt0082220
Splendor (1999),tt0127296
Manon of the Spring (Manon des sources) (1986),
Crossfire (1947),tt0039286
"Decline of Western Civilization Part II: The Metal Years, The (1988)",tt0094980
Heidi Fleiss: Hollywood Madam (1995),tt0113283
Fitzcarraldo (1982),tt0083946
Stalker (1979),tt0079944
Holy Smoke (1999),tt0144715
Permanent Midnight (1998),tt0120788
"Brandon Teena Story, The (1998)",tt0144801
Hideous Kinky (1998),tt0136244
Surviving Picasso (1996),tt0117791
Meatballs Part II (1984),tt0087700
Who's That Girl? (1987),
Burglar (1987),tt0092710
"Glass Bottom Boat, The (1966)",tt0060463
"Player's Club, The (1998)",
Dangerous Minds (1995),tt0112792
Amityville 3-D (1983),tt0085159
52 Pick-Up (1986),tt0090567
"Good Mother, The (1988)",tt0095238
My Boyfriend's Back (1993),tt0107626
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",
"City, The (1998)",
Last Night (1998),tt0156729
It's My Party (1995),tt0603482
"Map of the World, A (1999)",tt0160513
Bastard Out of Carolina (1996),tt0115633
Marvin's Room (1996),tt0116999
"Soldier's Daughter Never Cries, A (1998)",tt0120835
Shiloh (1997),
"Van, The (1996)",tt0118064
"Education of Little Tree, The (1997)",tt0119052
Grace of My Heart (1996),tt0116442
Three Seasons (1999),
"Niagara, Niagara (1997)",tt0119780
Gloria (1999),tt0120683
"Harmonists, The (1997)",
My Life So Far (1999),tt0120899
Picture Bride (1995),
Finding North (1999),
Sarafina! (1992),tt0105316
Mrs. Parker and the Vicious Circle (1994),tt0110588
Home for the Holidays (1995),tt0113321
Boys Life (1995),
Jane Eyre (1996),tt0116684
Joe the King (1999),tt0160672
My Favorite Season (1993),
King of the Hill (1993),tt0107322
Phantasm IV: Oblivion (1998),tt0138703
Above the Rim (1994),tt0109035
"Sunchaser, The (1996)",tt0117781
Steal This Movie! (2000),
"Phantom, The (1996)",tt0117331
Fire Down Below (1997),tt0119123
Chopping Mall (a.k.a. Killbots) (1986),
No Escape (1994),tt0110678
White Sands (1992),tt0105813
Surviving the Game (1994),tt0111323
Romance (1999),tt0194314
Babyfever (1994),tt0109191
Man of the Year (1995),tt0113756
Woman on Top (2000),tt0206420
"Stupids, The (1996)",tt0117768
Mouth to Mouth (Boca a boca) (1995),
All the Rage (a.k.a. It's the Rage) (1999),
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",
"Great White Hype, The (1996)",tt0116448
Repossessed (1990),tt0100475
Slam (1998),tt0139615
8 Heads in a Duffel Bag (1997),tt0118541
"Grass Harp, The (1995)",tt0113211
Wend Kuuni (God's Gift) (1982),
"General, The (1998)",tt0120706
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",
I Am Cuba (Soy Cuba/Ya Kuba) (1964),
Titus (1999),tt0120866
Mighty Peking Man (Hsing hsing wang) (1977),
"Midaq Alley (Callejón de los milagros, El) (1995)",
After Life (1998),
"Day of the Beast, The (El Día de la bestia) (1995)",
Live Flesh (1997),
Gothic (1986),tt0091142
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",
Freedom for Us (À nous la liberté ) (1931),
Tarzan and the Lost City (1998),tt0120856
"Callejón de los milagros, El (1995)",
In God's Hands (1998),tt0140282
"Ugly, The (1997)",tt0120401
Stiff Upper Lips (1998),
"Minus Man, The (1999)",tt0151582
Children of the Corn IV: The Gathering (1996),
Bitter Sugar (Azucar Amargo) (1996),
"Saint of Fort Washington, The (1993)",tt0108026
Two Bits (1995),tt0114753
"White Balloon, The (Badkonake Sefid ) (1995)",
Goya in Bordeaux (Goya en Bodeos) (1999),
M. Butterfly (1993),tt0107468
Land and Freedom (Tierra y libertad) (1995),
"Family Thing, A (1996)",tt0116275
In the Realm of the Senses (Ai no corrida) (1976),
Rocket Man (1997),
Trial and Error (1997),tt0120373
At First Sight (1999),tt0132512
Now and Then (1995),tt0114011
"Pyromaniac's Love Story, A (1995)",tt0114210
"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",
Simpatico (1999),tt0174204
Still Breathing (1997),tt0120211
Sugar Town (1999),tt0173390
Cat People (1982),tt0083722
Play it to the Bone (1999),
Senseless (1998),tt0120820
Frankenstein Meets the Wolf Man (1943),tt0035899
Kissing a Fool (1998),tt0120723
Jury Duty (1995),tt0113500
"Scarlet Letter, The (1995)",tt0114345
"Air Up There, The (1994)",tt0109067
Cobb (1994),tt0109450
Calendar Girl (1993),tt0106505
Clean Slate (1994),tt0109443
"Mystery, Alaska (1999)",tt0134618
Celtic Pride (1996),tt0115851
Indian Summer (a.k.a. Alive & Kicking) (1996),
Friends & Lovers (1999),tt0143261
"Boys, The (1997)",
Digimon: The Movie (2000),tt0259974
One Tough Cop (1998),tt0122642
Boiling Point (1993),tt0106455
"Endless Summer, The (1966)",
"Saltmen of Tibet, The (1997)",
Get Carter (1971),tt0067128
Amateur (1994),tt0109093
Diamonds (1999),tt0167423
Tales of Terror (1962),tt0056552
Turbulence (1997),tt0120390
"Little Princess, The (1939)",tt0031580
"Truth or Consequences, N.M. (1997)",tt0120383
Losing Chase (1996),tt0116920
Man of the Century (1999),tt0138537
"Evening Star, The (1996)",tt0116240
Love Stinks (1999),tt0188863
I'm Not Rappaport (1996),tt0116601
Herbie Goes to Monte Carlo (1977),tt0076137
"Gods Must Be Crazy II, The (1989)",tt0097443
Meatballs III (1987),
Meatballs 4 (1992),tt0104837
Under the Rainbow (1981),tt0083254
Desert Bloom (1986),tt0090934
"Fiendish Plot of Dr. Fu Manchu, The (1980)",tt0080731
Onegin (1999),tt0119079
Angel and the Badman (1947),tt0039152
Mr. Wrong (1996),tt0117102
"Steal Big, Steal Little (1995)",
Frankie Starlight (1995),tt0113107
Coogan's Bluff (1968),tt0062824
My Giant (1998),tt0120765
"Real Blonde, The (1997)",tt0119987
Major League: Back to the Minors (1998),tt0120742
"Twelve Chairs, The (1970)",tt0066495
"Red Dwarf, The (Le Nain rouge) (1998)",
Madame Sousatzka (1988),tt0095564
North (1994),tt0110687
Even Cowgirls Get the Blues (1993),tt0106834
H.O.T.S. (1979),tt0079257
Sirens (1994),tt0111201
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",tt0098502
"$1,000,000 Duck (1971)",
"Barefoot Executive, The (1971)",tt0066811
Monkey Shines (1988),tt0095652
"Daytrippers, The (1996)",tt0116041
"Innocents, The (1961)",tt0055018
"Slingshot, The (Kådisbellan ) (1993)",
Fear (1996),tt0116287
"Promise, The (La Promesse) (1996)",
Boys Life 2 (1997),tt0118762
Girls Town (1996),tt0116418
Trans (1998),tt0169333
Love Serenade (1996),tt0116930
Nénette et Boni (1996),tt0117221
And God Created Woman (1988),tt0092559
Ladybird Ladybird (1994),tt0110296
Committed (2000),tt0144142
Fatal Beauty (1987),tt0093011
"Funeral, The (1996)",tt0116378
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",
Julien Donkey-Boy (1999),tt0192194
"Governess, The (1998)",tt0120687
Light It Up (1999),tt0172726
Among Giants (1998),tt0122906
"Crow: Salvation, The (2000)",tt0132910
West Beirut (West Beyrouth) (1998),
I'm the One That I Want (2000),
Mephisto (1981),tt0082736
Shakes the Clown (1991),tt0102898
"Bewegte Mann, Der (1994)",
Careful (1992),tt0103926
Traveller (1997),tt0120366
"Draughtsman's Contract, The (1982)",tt0083851
Lady of Burlesque (1943),tt0036094
Jupiter's Wife (1994),
Two Moon Juction (1988),
"This World, Then the Fireworks (1996)",
Nico Icon (1995),tt0113973
Psycho Beach Party (2000),tt0206226
And the Ship Sails On (E la nave va) (1984),
Aimée & Jaguar (1999),tt0130444
Heavyweights (1994),
Hearts and Minds (1996),tt0540247
"Story of Xinghua, The (1993)",
Voyage of the Damned (1976),tt0075406
Carmen (1984),tt0087034
Room at the Top (1959),
Clara's Heart (1988),tt0094882
"Idolmaker, The (1980)",tt0080913
Prince of the City (1981),tt0082945
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",
Marked for Death (1990),tt0100114
Tarzan the Fearless (1933),tt0024645
Firewalker (1986),tt0091055
"Devil's Brigade, The (1968)",tt0062886
Howling II: Your Sister Is a Werewolf (1985),
"Dorado, El (1967)",
Psycho II (1983),tt0086154
"Fury, The (1978)",tt0077588
Wild Bill (1995),tt0114938
Endurance (1998),tt0120659
Rent-A-Cop (1988),
"Dancer, Texas Pop. 81 (1998)",tt0118925
From the Hip (1987),tt0093051
Johnny 100 Pesos (1993),tt0107274
"Hot Spot, The (1990)",tt0099797
Carnosaur (1993),tt0106521
Problem Child 2 (1991),tt0102719
Ed (1996),tt0116165
Othello (1952),
Desperate Measures (1998),tt0118966
"Giant Gila Monster, The (1959)",tt0052846
Rawhead Rex (1986),tt0091829
April Fool's Day (1986),tt0090655
Blood Beach (1981),
"Funhouse, The (1981)",tt0082427
Eyes Without a Face (1959),
"Ape, The (1940)",tt0032215
Two Thousand Maniacs! (1964),tt0058694
"Mummy's Ghost, The (1944)",tt0037099
"Kindred, The (1986)",
"Hideous Sun Demon, The (1959)",
Psycho III (1986),tt0091799
Carnosaur 2 (1995),tt0112634
"Masque of the Red Death, The (1964)",tt0058333
"Brain That Wouldn't Die, The (1962)",tt0052646
Phantasm III: Lord of the Dead (1994),tt0110823
Class of Nuke 'Em High (1986),tt0090849
"Shaggy D.A., The (1976)",tt0075200
Cross of Iron (1977),tt0074695
Glen or Glenda (1953),tt0045826
Steam: The Turkish Bath (Hamam) (1997),
"Idiots, The (Idioterne) (1998)",
"301, 302 (1995)",tt0112257
Kim (1950),tt0042644
Phat Beach (1996),tt0117332
"Trigger Effect, The (1996)",tt0117965
"Charlie, the Lonesome Cougar (1967)",tt0062793
"Adventures of Elmo in Grouchland, The (1999)",tt0159421
Nekromantik (1987),tt0093608
Anna Karenina (1997),tt0118623
Eddie (1996),tt0116168
Bay of Blood (Reazione a catena) (1971),
Deterrence (1998),
Jail Bait (1954),tt0047127
Blood Feast (1963),tt0056875
Color Me Blood Red (1965),tt0059044
Relax... It's Just Sex (1998),tt0159696
Arguing the World (1996),
Artemisia (1997),tt0103722
Horror Express (1972),
"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",
Nightmares (1983),tt0086014
Prom Night III: The Last Kiss (1989),
Prom Night IV: Deliver Us From Evil (1992),
Fright Night Part II (1989),
Love and a .45 (1994),tt0110395
"Bloody Child, The (1996)",tt0115715
Ed's Next Move (1996),tt0116167
"Bridge at Remagen, The (1969)",tt0064110
House Arrest (1996),tt0116571
Small Faces (1995),tt0114474
Carpool (1996),tt0115836
In Dreams (1999),tt0120710
Chairman of the Board (1998),
Meet the Deedles (1998),tt0120645
All the Vermeers in New York (1990),tt0099014
Cleo From 5 to 7 (Cléo de 5 à 7) (1962),
Stay Tuned (1992),tt0105466
Two or Three Things I Know About Her (1966),
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",
Funny Bones (1995),tt0113133
Clean Slate (Coup de Torchon) (1981),
"Believers, The (1987)",tt0092632
Trick or Treat (1986),tt0092112
Gun Shy (2000),tt0171356
Go West (1925),tt0015863
"Kid, The (1921)",tt0012349
Curse of the Puppet Master (1998),tt0132451
Shaft in Africa (1973),tt0070679
Barney's Great Adventure (1998),tt0120598
"Baby-Sitters Club, The (1995)",tt0112435
Lassie (1994),tt0110305
Murder! (1930),tt0021165
Parasite (1982),tt0084472
Last Dance (1996),tt0116827
Come See the Paradise (1990),tt0099291
Without Limits (1998),tt0119934
Airport 1975 (1974),tt0071110
Jerry Springer: Ringmaster (1998),
Not One Less (Yi ge dou bu neng shao) (1999),
Eyes of Laura Mars (1978),tt0077530
Tom & Viv (1994),tt0111454
Safe Passage (1994),tt0111054
"Haunted World of Edward D. Wood Jr., The (1995)",tt0113270
Solas (1999),tt0190798
"Substance of Fire, The (1996)",tt0117773
Eternity and a Day (Mia eoniotita ke mia mera ) (1998),
Rosie (1998),tt0163185
"Black Cat, White Cat (Crna macka, beli macor) (1998)",
Synthetic Pleasures (1995),tt0114597
"Fire Within, The (Le Feu Follet) (1963)",
Mina Tannenbaum (1994),tt0110521
Warriors of Virtue (1997),tt0120479
Isn't She Great? (2000),
B*A*P*S (1997),tt0118663
"Big Tease, The (1999)",tt0156639
Gordy (1995),
Hush (1998),tt0118744
House Party 3 (1994),tt0110064
Blood & Wine (1997),
A Chef in Love (1996),
Déjà Vu (1997),tt0119033
Monument Ave. (1998),
Shadrach (1998),tt0144604
Telling Lies in America (1997),tt0120303
"Third Miracle, The (1999)",tt0174268
Caught (1996),tt0115847
This Is My Father (1998),tt0120865
Twilight (1998),tt0119594
"Chamber, The (1996)",tt0115862
"Underneath, The (1995)",
Blink (1994),
Big Bully (1996),tt0115676
Guinevere (1999),tt0160338
Prancer (1989),tt0098115
"Damsel in Distress, A (1937)",tt0028757
Vibes (1988),tt0096378
Raw Deal (1948),tt0040723
Adrenalin: Fear the Rush (1996),tt0115471
Perfect Blue (1997),tt0537435
When Night Is Falling (1995),tt0114916
